Wall time,Step,Value
1619146185.1539946,143955,2.590252161026001
1619146366.1156552,144355,2.590449094772339
1619147497.1428668,146855,2.568049430847168
1619147542.3844945,146955,2.5197837352752686
1619148551.1745112,148140,3.3400092124938965
1619148972.2564173,148940,2.8585588932037354
1619149176.0187588,149340,2.7935972213745117
1619149276.9007387,149540,2.7902867794036865
1619150123.3764086,151240,2.5601096153259277
1619150858.0706074,152740,2.4762229919433594
1619151053.956991,153140,2.532694101333618
1619152259.4626632,155640,2.4541215896606445
1619153027.847522,157240,2.367431163787842
1619153075.3656995,157340,2.4364912509918213
1619153788.0241241,158840,2.3500661849975586
1619153978.0756996,159240,2.3821654319763184
1619154738.286026,160840,2.388031244277954
1619154785.7941744,160940,2.433805465698242
1619155403.386657,162240,2.3806066513061523
1619155826.2666485,163140,2.4152097702026367
1619156060.11589,163640,2.4515950679779053
1619156293.9866643,164140,2.437617301940918
1619156434.3105044,164440,2.461266279220581
1619156668.1272671,164940,2.348604202270508
1619156808.4184291,165240,2.370938301086426
1619157369.6421113,166440,2.3793489933013916
1619157743.80146,167240,2.4108893871307373
1619158071.1488197,167940,2.39599609375
1619158398.4868927,168640,2.3578686714172363
1619158819.3873703,169540,2.3205413818359375
1619159006.4054859,169940,2.324298620223999
1619159053.1555943,170040,2.357832670211792
1619159099.9075916,170140,2.354013204574585
1619159193.4122117,170340,2.3032050132751465
1619159332.1624544,170640,2.4171407222747803
1619159654.2185771,171340,2.415278196334839
1619160068.3480597,172240,2.4083831310272217
1619160528.6078992,173240,2.4366912841796875
1619160713.762464,173640,2.3910114765167236
1619160805.8009114,173840,2.424586296081543
1619160943.84534,174140,2.405421257019043
1619161173.9329023,174640,2.3429436683654785
1619161311.9960608,174940,2.3908228874206543
1619161357.9972277,175040,2.432403802871704
1619161404.0032184,175140,2.4246017932891846
1619162278.169703,177040,2.4194538593292236
1619162692.293163,177940,2.371699571609497
1619162968.0728922,178540,2.57133412361145
1619163284.7278433,179240,2.532081365585327
1619163329.9591048,179340,2.518508195877075
1619163737.0584881,180240,2.552014112472534
1619164053.6860092,180940,2.5133044719696045
1619164596.526636,182140,2.528827667236328
1619165003.6313121,183040,2.5115549564361572
1619165184.5813003,183440,2.524099588394165
1619165636.9960063,184440,2.499807357788086
1619165816.5276914,184840,2.5493991374969482
1619166795.0624819,185825,2.8761813640594482
1619167451.8354716,187125,2.646243095397949
1619167601.0042005,187425,2.5595667362213135
1619167899.3260384,188025,2.549700975418091
1619167997.4732928,188225,2.504417896270752
1619169651.5099432,191625,2.371904134750366
1619169940.7368152,192225,2.3844447135925293
1619170759.3647907,193925,2.389678478240967
1619170854.3791342,194125,2.3498196601867676
1619170949.4098804,194325,2.390364646911621
1619171234.3916779,194925,2.2955775260925293
1619171376.9240594,195225,2.375307321548462
1619171471.9594185,195425,2.3412654399871826
1619172327.0850337,197225,2.3493573665618896
1619172992.1313372,198625,2.338604688644409
1619173087.136302,198825,2.3157992362976074
1619173933.903179,200625,2.4116082191467285
1619174120.9984615,201025,2.314115524291992
1619174495.1536818,201825,2.3036670684814453
1619175290.179861,203525,2.3812015056610107
1619175570.7554286,204125,2.3512368202209473
1619176693.104431,206525,2.285395622253418
1619177251.9726923,207725,2.3325631618499756
1619177297.9898977,207825,2.412306785583496
1619177436.0533826,208125,2.3665881156921387
1619177482.079747,208225,2.3794784545898438
1619177574.1059835,208425,2.321854829788208
1619177666.1519763,208625,2.3883883953094482
1619177850.217094,209025,2.33203387260437
1619178034.2589195,209425,2.4010279178619385
1619178264.3143573,209925,2.404344320297241
1619178356.3373291,210125,2.3432393074035645
1619179046.576382,211625,2.30686616897583
1619180611.0919213,215025,2.30592942237854
1619180795.1309307,215425,2.295441150665283
1619180886.0744576,215625,2.472121477127075
1619181112.2189448,216125,2.547431468963623
1619181519.2952607,217025,2.497360944747925
1619182062.0994015,218225,2.477236747741699
1619182514.4575698,219225,2.504229784011841
1619182604.9254153,219425,2.4549834728240967
1619182695.395465,219625,2.4724535942077637
1619182740.6281977,219725,2.484877586364746
1619182921.5541472,220125,2.397230386734009
1619183057.2483716,220425,2.4687511920928955
1619183419.1306086,221225,2.433016061782837
1619183599.9793522,221625,2.5152482986450195
1619184817.966254,223110,2.802274703979492
1619185120.9622133,223710,2.6348323822021484
1619185370.563238,224210,2.5812411308288574
1619185420.2857409,224310,2.541306972503662
1619185519.7177587,224510,2.574782609939575
1619185668.8520396,224810,2.5303945541381836
1619185768.2630265,225010,2.518779993057251
1619185866.3624055,225210,2.4587526321411133
1619185915.3259172,225310,2.4861485958099365
1619186257.9896367,226010,2.433333396911621
1619186404.8784215,226310,2.419753313064575
1619186649.748308,226810,2.4275245666503906
1619187568.3059843,228710,2.317218780517578
1619188050.2572565,229710,2.397412061691284
1619188339.4666944,230310,2.326310873031616
1619188627.807746,230910,2.3443686962127686
1619188817.9161792,231310,2.345836877822876
1619188865.4458823,231410,2.2875871658325195
1619189388.2198691,232510,2.334421396255493
1619189435.7554293,232610,2.2995545864105225
1619190148.7288733,234110,2.3292994499206543
1619190624.0099695,235110,2.2639036178588867
1619191051.8356686,236010,2.272122383117676
1619191850.9571815,237710,2.298804521560669
1619192692.6175497,239510,2.290238857269287
1619192739.3709478,239610,2.3148229122161865
1619192832.8754768,239810,2.3244504928588867
1619193300.4535894,240810,2.2784533500671387
1619193487.5244794,241210,2.2958526611328125
1619194376.074356,243110,2.278082847595215
1619194890.4321024,244210,2.296794891357422
1619195260.0282981,245010,2.282949924468994
1619195536.1117108,245610,2.361673593521118
1619195582.1131034,245710,2.327516794204712
1619195674.112405,245910,2.3451740741729736
1619195766.1119647,246110,2.3378162384033203
1619195996.173601,246610,2.3863110542297363
1619197146.3172486,249110,2.335083246231079
1619197192.3339417,249210,2.2884576320648193
1619197652.416252,250210,2.368807792663574
1619197744.4418814,250410,2.3400511741638184
1619197974.5185146,250910,2.2762885093688965
1619198618.7321882,252310,2.3185627460479736
1619198891.3922887,252910,2.414597511291504
1619199207.9722767,253610,2.4515552520751953
1619199298.4172611,253810,2.46569561958313
1619199976.7923806,255310,2.4737186431884766
1619200157.6933901,255710,2.39021635055542
1619200248.1420581,255910,2.395277261734009
1619200836.096852,257210,2.4201881885528564
1619201378.8399453,258410,2.4255692958831787
1619202479.6016104,259695,2.8786168098449707
1619202531.4111195,259795,2.777397632598877
1619202582.6379716,259895,2.7559547424316406
1619202988.1743586,260695,2.611478090286255
1619203287.4099026,261295,2.5184290409088135
1619204125.3472269,262995,2.404581069946289
1619204419.1048784,263595,2.498886823654175
1619204468.0605092,263695,2.355571985244751
1619204857.1369157,264495,2.3441073894500732
1619205146.3592706,265095,2.3539822101593018
1619205435.5876284,265695,2.3060200214385986
1619205676.6272964,266195,2.3241171836853027
1619206780.1459866,268495,2.291158676147461
1619206875.1607273,268695,2.3122751712799072
1619207112.6684349,269195,2.308962106704712
1619207350.2149506,269695,2.3090407848358154
1619207967.713428,270995,2.2671778202056885
1619208300.197027,271695,2.3077056407928467
1619209012.734656,273195,2.2935140132904053
1619209575.8548982,274395,2.258103609085083
1619209716.153632,274695,2.255031108856201
1619210370.8643527,276095,2.2867870330810547
1619210417.631363,276195,2.2977373600006104
1619210511.1499188,276395,2.2445616722106934
1619212007.6568372,279595,2.2475578784942627
1619212054.4225523,279695,2.2783219814300537
1619212101.1853502,279795,2.2727506160736084
1619212428.5177712,280495,2.2149975299835205
1619212941.4831014,281595,2.2765355110168457
1619213631.7746637,283095,2.320394515991211
1619213769.828636,283395,2.3346359729766846
1619213861.8638592,283595,2.381833791732788
1619215242.3094776,286595,2.2937891483306885
1619215840.571418,287895,2.270491600036621
1619216254.7647018,288795,2.3073976039886475
1619216667.0372906,289695,2.416478157043457
1619216938.4640815,290295,2.382642984390259
1619217119.409482,290695,2.3927042484283447
1619217888.4006443,292395,2.3801305294036865
1619217978.877175,292595,2.442539691925049
1619218024.116281,292695,2.355198383331299
1619218069.3562322,292795,2.438969373703003
1619218566.9303422,293895,2.41416597366333
1619219380.446529,295695,2.503439426422119
1619220753.1090736,297480,2.6292941570281982
1619221153.2997699,298280,2.4967429637908936
1619222285.1100023,300580,2.447726011276245
1619222723.1906478,301480,2.3205671310424805
1619222819.6116214,301680,2.31404709815979
1619222916.0279179,301880,2.2866811752319336
1619223108.859362,302280,2.302398920059204
1619223157.0582666,302380,2.353748321533203
1619223687.3538845,303480,2.2494993209838867
1619223831.968963,303780,2.2999441623687744
1619224217.5468395,304580,2.269296407699585
1619224361.2904308,304880,2.290243148803711
1619224788.8017898,305780,2.2378029823303223
1619225501.4135308,307280,2.2333779335021973
1619225691.4413779,307680,2.2124547958374023
1619225786.4480069,307880,2.300183057785034
1619226498.9022024,309380,2.259554862976074
1619227114.6903892,310680,2.2722160816192627
1619228190.2108037,312980,2.2420451641082764
1619228891.6041949,314480,2.269904851913452
1619228938.3637972,314580,2.188925266265869
1619229265.6795897,315280,2.222759962081909
1619229499.4542396,315780,2.2312843799591064
1619229733.2906497,316280,2.2523303031921387
1619229920.3611393,316680,2.254753828048706
1619230013.8954525,316880,2.199575185775757
1619230761.3222811,318480,2.3076670169830322
1619231589.5107276,320280,2.228055000305176
1619231635.51941,320380,2.2861413955688477
1619231957.5857005,321080,2.265573024749756
1619232095.645174,321380,2.2772810459136963
1619233200.0186245,323780,2.2164306640625
1619233338.0588994,324080,2.261864423751831
1619233660.101695,324780,2.2396411895751953
1619233798.147015,325080,2.3002355098724365
1619233844.1532345,325180,2.2113730907440186
1619233936.1898487,325380,2.2375218868255615
1619233982.2025836,325480,2.240610122680664
1619234894.3517447,327480,2.3607265949249268
1619235120.5299368,327980,2.4017601013183594
1619235527.617794,328880,2.37644362449646
1619235618.0951831,329080,2.3768651485443115
1619236613.4167414,331280,2.397265672683716
1619236975.3126986,332080,2.3486998081207275
1619238158.3631923,333565,2.8403329849243164
1619238210.3703425,333665,2.827927589416504
1619238466.7479024,334165,2.661754608154297
1619239068.0337958,335365,2.441909074783325
1619240491.5496166,338265,2.3191211223602295
1619240587.984251,338465,2.280860662460327
1619240684.3905652,338665,2.267702102661133
1619241070.0668063,339465,2.2557945251464844
1619241889.579726,341165,2.274329900741577
1619242130.6235824,341665,2.2387454509735107
1619243176.9161923,343865,2.2561237812042236
1619243319.533938,344165,2.2229206562042236
1619243557.229863,344665,2.169818639755249
1619243890.0523193,345365,2.18558406829834
1619244080.220294,345765,2.2251904010772705
1619244175.2983923,345965,2.255305767059326
1619244460.5989962,346565,2.1998519897460938
1619244508.145465,346665,2.184401512145996
1619244793.433938,347265,2.1911203861236572
1619245122.1303568,347965,2.2184510231018066
1619245402.7291698,348565,2.2785706520080566
1619245543.045177,348865,2.1658732891082764
1619246338.1791892,350565,2.2173380851745605
1619246899.4229238,351765,2.198380947113037
1619247039.7151015,352065,2.242825984954834
1619247367.1185384,352765,2.1969494819641113
1619248115.5337377,354365,2.1789417266845703
1619248209.0953655,354565,2.135709524154663
1619248489.7271173,355165,2.1990678310394287
1619248675.30406,355565,2.231304883956909
1619248768.4977841,355765,2.2595345973968506
1619249412.8106725,357165,2.236356019973755
1619250195.1834574,358865,2.321744918823242
1619250747.3859076,360065,2.2504706382751465
1619251115.5848062,360865,2.2777533531188965
1619251943.9797854,362665,2.202500820159912
1619252036.0298395,362865,2.208008289337158
1619252128.0661383,363065,2.212538957595825
1619252266.1257048,363365,2.1879465579986572
1619252402.3447096,363665,2.361114263534546
1619253171.404797,365365,2.3524227142333984
1619253669.0358593,366465,2.384453535079956
1619253714.2736597,366565,2.3892409801483154
1619254302.3746743,367865,2.3430960178375244
1619256241.9391541,370950,2.698701858520508
1619256344.0150523,371150,2.6640076637268066
1619257538.9638734,373550,2.3993911743164062
1619257734.9053988,373950,2.336449146270752
1619257832.8710802,374150,2.324640989303589
1619258126.7572887,374750,2.338569164276123
1619258273.7019253,375050,2.3370578289031982
1619258370.5220451,375250,2.2840328216552734
1619258804.5316691,376150,2.270366668701172
1619259142.0449579,376850,2.200955629348755
1619259768.8406813,378150,2.229095697402954
1619260152.9700994,378950,2.216794490814209
1619260770.985766,380250,2.247872829437256
1619260866.0460184,380450,2.2426774501800537
1619261008.6383374,380750,2.1618528366088867
1619261579.1707878,381950,2.196544885635376
1619261769.3751993,382350,2.1624276638031006
1619262007.0603206,382850,2.239858388900757
1619262102.1189706,383050,2.194397449493408
1619262577.5942347,384050,2.187330722808838
1619262767.4551666,384450,2.3070626258850098
1619264133.9005916,387350,2.16951060295105
1619264369.7822218,387850,2.2175710201263428
1619264700.0459075,388550,2.129746198654175
1619265879.584927,391050,2.1858837604522705
1619265926.7727687,391150,2.19449782371521
1619266304.2359378,391950,2.1593852043151855
1619266771.5773938,392950,2.185255527496338
1619267142.9814792,393750,2.2228939533233643
1619267467.9696283,394450,2.220975875854492
1619267653.7057674,394850,2.257814407348633
1619268164.4299626,395950,2.1655831336975098
1619268442.9129596,396550,2.1592276096343994
1619268721.4503365,397150,2.198920249938965
1619269742.757375,399350,2.193545341491699
1619270253.141458,400450,2.346450090408325
1619270481.3220737,400950,2.349609613418579
1619270892.0533044,401850,2.3313815593719482
1619270937.6818967,401950,2.3564693927764893
1619271485.284475,403150,2.3196146488189697
1619271987.2346199,404250,2.328261613845825
1619272124.1424518,404550,2.3240840435028076
1619272580.4680257,405550,2.3199069499969482
1619272626.105081,405650,2.309823513031006
1619272671.743087,405750,2.300079584121704
1619275399.9435234,410335,2.3217666149139404
1619275644.8299673,410835,2.31146502494812
1619275693.8109818,410935,2.324822187423706
1619276183.6174586,411935,2.290526866912842
1619279679.985768,419235,2.176154136657715
1619280202.749037,420335,2.1801373958587646
1619280250.2751615,420435,2.195408344268799
1619280345.326272,420635,2.1772100925445557
1619280440.357944,420835,2.1450090408325195
1619280582.8957949,421135,2.180530071258545
1619280630.4094768,421235,2.1278300285339355
1619281800.9619849,423735,2.1563758850097656
1619282034.8363082,424235,2.1102497577667236
1619282175.145732,424535,2.150071620941162
1619282549.2905955,425335,2.1433141231536865
1619283064.8537807,426435,2.1236541271209717
1619283489.4409053,427335,2.1705174446105957
1619283630.9952326,427635,2.1789286136627197
1619283678.1896288,427735,2.163442611694336
1619284385.8852885,429235,2.111488103866577
1619285129.4308128,430835,2.189243793487549
1619285408.0053086,431435,2.188457489013672
1619285593.67153,431835,2.2264604568481445
1619286011.454914,432735,2.1944937705993652
1619286104.305458,432935,2.1493241786956787
1619286522.0642262,433835,2.1835598945617676
1619286707.7749546,434235,2.1762354373931885
1619286986.3487175,434835,2.223597526550293
1619287218.501292,435335,2.1986610889434814
1619288421.3322046,437935,2.2913219928741455
1619288832.0496867,438835,2.29756498336792
1619289516.5533507,440335,2.2837233543395996
1619289835.9803362,441035,2.2783682346343994
1619290109.8002305,441635,2.309596061706543
1619290292.3262339,442035,2.2466814517974854
1619290337.955895,442135,2.289703369140625
1619291726.1296446,444120,3.007047176361084
1619291779.6800363,444220,2.9086647033691406
1619291885.3644643,444420,2.798570394515991
1619292195.0893,445020,2.6675353050231934
1619293684.4784472,448020,2.2792179584503174
1619293978.2722538,448620,2.261478900909424
1619294174.1769822,449020,2.2980518341064453
1619294319.2185526,449320,2.221804618835449
1619294704.9897752,450120,2.2245163917541504
1619294801.4363928,450320,2.2653963565826416
1619295621.0958889,452020,2.203272581100464
1619295669.3122375,452120,2.209583282470703
1619296576.542383,454020,2.192263126373291
1619296624.0993721,454120,2.191321849822998
1619296766.7604778,454420,2.191641092300415
1619297198.3249278,455320,2.151735782623291
1619297581.9807768,456120,2.1572751998901367
1619297677.8724601,456320,2.1320369243621826
1619297725.8146672,456420,2.1343131065368652
1619298445.16184,457920,2.1326987743377686
1619298920.5840566,458920,2.151418924331665
1619299062.0897639,459220,2.1413536071777344
1619299580.9446552,460320,2.2111716270446777
1619299722.4702895,460620,2.1545796394348145
1619299816.8287027,460820,2.109226703643799
1619299911.183739,461020,2.195904493331909
1619300477.3268096,462220,2.1240017414093018
1619301279.3084407,463920,2.117492198944092
1619301986.9280586,465420,2.107677459716797
1619302269.986734,466020,2.112492084503174
1619302597.2193701,466720,2.1843738555908203
1619302968.629937,467520,2.183706045150757
1619303154.3329031,467920,2.1277806758880615
1619303479.2410092,468620,2.128807306289673
1619303525.654526,468720,2.207763195037842
1619303572.0666,468820,2.19681715965271
1619304036.2928362,469820,2.2341461181640625
1619305234.7553763,472420,2.147116184234619
1619305464.7946086,472920,2.170853614807129
1619306199.8987763,474520,2.266711711883545
1619306426.1139405,475020,2.3142566680908203
1619306697.5979655,475620,2.263453245162964
1619306878.5548615,476020,2.3144643306732178
1619306923.7938712,476120,2.280524730682373
1619307288.6270292,476920,2.2326459884643555
1619307425.5504427,477220,2.2887380123138428
1619307471.1969945,477320,2.2513794898986816
1619307562.4865506,477520,2.3199520111083984
1619307699.4059036,477820,2.2409393787384033
1619308110.1262934,478720,2.2260069847106934
1619308292.6871374,479120,2.2712948322296143
1619308475.2408435,479520,2.2912633419036865
1619308612.1314063,479820,2.234673500061035
1619308657.761434,479920,2.283048629760742
1619308931.5312212,480520,2.3407270908355713
1619309731.6937053,481205,2.8981735706329346
1619309837.4001825,481405,2.7904772758483887
1619309993.4033039,481705,2.6999287605285645
1619311734.6223762,485205,2.268986463546753
1619312319.6788628,486405,2.2091801166534424
1619313235.7019107,488305,2.225463390350342
1619313332.142178,488505,2.1965765953063965
1619314100.653699,490105,2.1148486137390137
1619314243.267998,490405,2.1573145389556885
1619314338.3715823,490605,2.1525115966796875
1619314385.9226782,490705,2.117983102798462
1619315289.2687392,492605,2.1013407707214355
1619316430.4504926,495005,2.105612277984619
1619316573.0860643,495305,2.100881576538086
1619317183.780329,496605,2.114269256591797
1619317561.2898743,497405,2.1302390098571777
1619317985.9236217,498305,2.1069552898406982
1619318127.4886563,498605,2.096450090408325
1619318221.869872,498805,2.1614389419555664
1619318269.043536,498905,2.129850387573242
1619318929.5316637,500305,2.0924336910247803
1619319306.9535608,501105,2.139052629470825
1619320344.854148,503305,2.152475595474243
1619320623.407011,503905,2.103933334350586
1619320762.661572,504205,2.160568952560425
1619321087.5980766,504905,2.128753185272217
1619321691.0055504,506205,2.188666582107544
1619321783.8302643,506405,2.1920294761657715
1619321830.2516668,506505,2.136828660964966
1619322155.1843376,507205,2.1201281547546387
1619322990.7652483,509005,2.168407917022705
1619323733.544346,510605,2.135319232940674
1619324058.5083761,511305,2.0930895805358887
1619324287.168846,511805,2.2257864475250244
1619324332.7993119,511905,2.265343189239502
1619324604.3325024,512505,2.254840850830078
1619325192.4162936,513805,2.2394583225250244
1619325282.8992522,514005,2.2538034915924072
1619325554.3334773,514605,2.1893560886383057
1619326730.644258,517205,2.2599124908447266
1619326956.9061892,517705,2.267683744430542
1619328135.0892625,519090,2.5934133529663086
1619328336.8999033,519490,2.513505458831787
1619329231.0337543,521290,2.2851920127868652
1619329622.843439,522090,2.2476329803466797
1619330744.486448,524390,2.1614174842834473
1619330890.4199066,524690,2.1521646976470947
1619330939.0634637,524790,2.1294095516204834
1619331133.6350148,525190,2.1415371894836426
1619331182.2625713,525290,2.210740089416504
1619331376.78862,525690,2.205171823501587
1619332438.0083823,527890,2.174954891204834
1619333540.4357388,530190,2.116727828979492
1619334163.5486937,531490,2.1109471321105957
1619334924.8196962,533090,2.171325206756592
1619335443.7826002,534190,2.1504855155944824
1619336198.695743,535790,2.1327455043792725
1619336340.2590313,536090,2.1121561527252197
1619336858.6013992,537190,2.0874392986297607
1619336905.3649666,537290,2.082549810409546
1619337045.6821756,537590,2.0907957553863525
1619337840.671527,539290,2.0976245403289795
1619338027.7737806,539690,2.0984127521514893
1619338952.736092,541690,2.1275434494018555
1619339044.7812624,541890,2.112780809402466
1619339689.140922,543290,2.1525332927703857
1619339919.2631629,543790,2.197089195251465
1619340563.6332524,545190,2.131110191345215
1619340609.6665719,545290,2.1304917335510254
1619340702.4985874,545490,2.123652696609497
1619340934.6606839,545990,2.1360833644866943
1619342231.1810088,548790,2.2126588821411133
1619342641.9176195,549690,2.2493348121643066
1619342961.362771,550390,2.193521738052368
1619343146.7789562,550790,2.2243716716766357
1619343420.5981379,551390,2.267336845397949
1619343694.4130957,551990,2.242851734161377
1619343922.589041,552490,2.237640380859375
1619344059.4875793,552790,2.2226994037628174
1619344150.7558453,552990,2.1721391677856445
1619344835.261886,554490,2.297434091567993
1619345797.045446,555475,2.7519803047180176
1619346206.4322426,556275,2.490906000137329
1619347054.4268146,557975,2.309049129486084
1619347299.3585103,558475,2.28728985786438
1619347397.341653,558675,2.2693965435028076
1619347985.1560082,559875,2.2429072856903076
1619348082.7093325,560075,2.233140230178833
1619348372.0105708,560675,2.153775215148926
1619348950.7122395,561875,2.1205575466156006
1619349191.8018417,562375,2.1080801486968994
1619349673.99319,563375,2.1363375186920166
1619350151.3334587,564375,2.1036550998687744
1619350959.6811821,566075,2.09089732170105
